,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104730606079,10137.269721746445
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.61345648765564
2,2019-02-28,SELL,NVDA,12749,3.853978395462036,49143.984020233154
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.57574462890625
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.20207977295
5,2019-03-29,SELL,NVDA,25169,4.4001145362854,162996.6848435402
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.982120990753174
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.53497743607
8,2019-04-30,SELL,NVDA,18473,4.451748371124268,227104.68263721466
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.202664375305176
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.89384269714
11,2019-05-31,BUY,NVDA,38293,3.4572553634643555,66088.21420955658
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.444441795349121
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.56425380707
14,2019-06-28,BUY,NVDA,12893,4.056703090667725,0.4913058280944824
15,2019-07-31,SELL,NVDA,955,4.360403060913086,4164.676229000092
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.954761028289795
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.083570957184
18,2019-08-30,BUY,NVDA,377,4.154504776000977,27242.835270404816
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.846094608306885
20,2019-09-30,SELL,NVDA,2049,4.27292013168335,8772.05944442749
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.953336715698242
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.573511123657
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.723352432251
24,2019-10-31,BUY,NVDA,3061,5.050086498260498,269.40858125686646
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.53922510147
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.379312992096
27,2019-11-29,BUY,NVDA,5232,5.433221817016602,186.76276636123657
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.6927590370178
29,2019-12-31,SELL,NVDA,11901,5.783753395080566,69989.14191389084
30,2019-12-31,SELL,TSLA,1,27.64666748046875,70016.78858137131
31,2019-12-31,BUY,CSCO,1731,40.44773483276367,1.7595858573913574
