,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104253768921,10137.40825676918
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.751991510391235
2,2019-02-28,SELL,NVDA,12749,3.853978395462036,49144.12255525589
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.7142796516418457
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.340614795685
5,2019-03-29,SELL,NVDA,25169,4.400113582611084,162996.79937553406
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,4.096652984619141
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.64950942993
8,2019-04-30,SELL,NVDA,18473,4.451747894287109,227104.7883605957
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.308387756347656
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.9995660782
11,2019-05-31,BUY,NVDA,38293,3.457256317138672,66088.28341388702
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.513646125793457
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.63345813751
14,2019-06-28,BUY,NVDA,12893,4.056702613830566,0.5666580200195312
15,2019-07-31,SELL,NVDA,955,4.360400676727295,4164.749304294586
16,2019-07-31,BUY,TSLA,257,16.150667190551758,14.027836322784424
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.15664625168
18,2019-08-30,BUY,NVDA,378,4.154505252838135,27238.753660678864
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,12.764484882354736
20,2019-09-30,SELL,NVDA,2049,4.272919654846191,8767.976857662201
21,2019-09-30,BUY,TSLA,543,16.142000198364258,2.8707499504089355
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19512.490924358368
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15723.640765666962
24,2019-10-31,BUY,NVDA,3060,5.0500874519348145,270.37316274642944
25,2019-11-29,SELL,TSLA,1456,22.086000442504883,32427.58980703354
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28636.429894924164
27,2019-11-29,BUY,NVDA,5232,5.433223247528076,209.8058638572693
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1179.7358565330505
29,2019-12-31,SELL,NVDA,11902,5.783752918243408,70017.9630894661
30,2019-12-31,BUY,CSCO,1731,40.44773864746094,2.927490711212158
