,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104253768921,10137.40825676918
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.751991510391235
2,2019-02-28,SELL,NVDA,12749,3.8539791107177734,49144.131674051285
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.723398447036743
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.34973359108
5,2019-03-29,SELL,NVDA,25169,4.4001145362854,162996.83249735832
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,4.129774808883667
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.6826312542
8,2019-04-30,SELL,NVDA,18473,4.451749801635742,227104.85671687126
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.376744031906128
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198477.06792235374
11,2019-05-31,BUY,NVDA,38293,3.4572560787200928,66088.36089992523
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.591132164001465
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.71094417572
14,2019-06-28,BUY,NVDA,12893,4.056702613830566,0.6441440582275391
15,2019-07-31,SELL,NVDA,955,4.360401630401611,4164.827701091766
16,2019-07-31,BUY,TSLA,257,16.150667190551758,14.1062331199646
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.23504304886
18,2019-08-30,BUY,NVDA,378,4.154504776000977,27238.83223772049
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,12.843061923980713
20,2019-09-30,SELL,NVDA,2049,4.272920608520508,8768.057388782501
21,2019-09-30,BUY,TSLA,543,16.142000198364258,2.9512810707092285
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19512.57145547867
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15723.721296787262
24,2019-10-31,BUY,NVDA,3060,5.050086975097656,270.45515298843384
25,2019-11-29,SELL,TSLA,1456,22.086000442504883,32427.671797275543
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28636.51188516617
27,2019-11-29,BUY,NVDA,5232,5.433221817016602,209.89533853530884
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1179.82533121109
29,2019-12-31,SELL,NVDA,11902,5.783751964569092,70018.04121351242
30,2019-12-31,BUY,CSCO,1731,40.447731018066406,3.0188212394714355
