,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104730606079,10137.269721746445
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.61345648765564
2,2019-02-28,SELL,NVDA,12749,3.853978157043457,49143.98098063469
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.572705030441284
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.199040174484
5,2019-03-29,SELL,NVDA,25169,4.400113582611084,162996.65780091286
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.955078363418579
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.50793480873
8,2019-04-30,SELL,NVDA,18473,4.451748847961426,227104.66440320015
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.184430360794067
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.87560868263
11,2019-05-31,BUY,NVDA,38293,3.4572556018829346,66088.18684577942
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.417078018188477
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.53689002991
14,2019-06-28,BUY,NVDA,12893,4.05670166015625,0.48238563537597656
15,2019-07-31,SELL,NVDA,955,4.360400676727295,4164.665031909943
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.94356393814087
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.072373867035
18,2019-08-30,BUY,NVDA,377,4.154504776000977,27242.824073314667
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.83489751815796
20,2019-09-30,SELL,NVDA,2049,4.27292013168335,8772.048247337341
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.942139625549316
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.56231403351
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.712155342102
24,2019-10-31,BUY,NVDA,3061,5.0500874519348145,269.394464969635
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.52510881424
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.365196704865
27,2019-11-29,BUY,NVDA,5232,5.43322229385376,186.7461552619934
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.6761479377747
29,2019-12-31,SELL,NVDA,11901,5.783753871917725,69989.13097763062
30,2019-12-31,BUY,CSCO,1730,40.44773864746094,14.54311752319336
