,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104730606079,10137.269721746445
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.61345648765564
2,2019-02-28,SELL,NVDA,12749,3.8539788722991943,49143.990099430084
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.5818238258361816
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.20815896988
5,2019-03-29,SELL,NVDA,25169,4.400113582611084,162996.66691970825
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.9641971588134766
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.51705360413
8,2019-04-30,SELL,NVDA,18473,4.451749324798584,227104.68233060837
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.202357769012451
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.89353609085
11,2019-05-31,BUY,NVDA,38293,3.4572556018829346,66088.20477318764
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.43500542640686
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.554817438126
14,2019-06-28,BUY,NVDA,12893,4.05670166015625,0.5003130435943604
15,2019-07-31,SELL,NVDA,955,4.360401630401611,4164.683870077133
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.962402105331421
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.091212034225
18,2019-08-30,BUY,NVDA,377,4.154505729675293,27242.84255194664
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.853376150131226
20,2019-09-30,SELL,NVDA,2049,4.272921562194824,8772.069657087326
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.963549375534058
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.583723783493
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.733565092087
24,2019-10-31,BUY,NVDA,3061,5.05008602142334,269.42025351524353
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.550897359848
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.390985250473
27,2019-11-29,BUY,NVDA,5232,5.433223724365234,186.76445937156677
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.694452047348
29,2019-12-31,SELL,NVDA,11901,5.783753871917725,69989.14928174019
30,2019-12-31,SELL,TSLA,1,27.64666748046875,70016.79594922066
31,2019-12-31,BUY,CSCO,1731,40.44773483276367,1.766953706741333
